State,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico,Foreign Country,year
Michigan,149991,"2,362","2,119","6,338",788,"9,754","1,938","1,124",112,411,"11,186","5,007",881,132,"14,603","10,692","1,525","1,118","3,747","1,212",261,"1,425","2,248",N/A,"2,002",797,"2,185",289,455,"1,193",332,"1,774",579,"6,226","3,778",725,"12,829","1,174",443,"3,731",359,"2,444",455,"7,041","9,446",403,35,"3,049","3,049",560,"5,538",117,717,47187,2014
Minnesota,106783,392,860,"2,837",570,"9,039","3,451",200,86,70,"3,762","2,539",110,326,"9,734","2,682","5,975",409,308,523,136,378,"1,127","1,901",N/A,913,"1,842",965,881,942,188,749,557,"1,468","1,152","8,587","1,955",505,"1,219","1,665",270,414,"4,339","1,214","3,654",818,95,"1,949","1,930",680,"20,375",42,189,29609,2014
Mississippi,73927,"6,816",195,713,"1,462","6,158",656,118,0,56,"7,000","4,594",415,0,"3,500","1,225",247,299,722,"7,162",0,139,536,"2,849",68,N/A,"1,073",457,680,126,157,59,751,"1,086","1,198",0,"1,093",376,148,946,0,"2,005",0,"10,017","5,546",657,0,818,851,447,506,0,"1,343",6856,2014
Missouri,153320,"2,807","1,013","3,741","8,043","6,925","2,959",225,0,378,"5,044","3,133",203,"1,092","24,210","4,004","3,502","18,850",881,"2,100",375,"2,050","1,140","2,985","1,394",841,N/A,658,"3,258",942,55,"1,160","1,398","3,116","2,746",890,"2,639","6,677","3,351","2,162",486,"1,617",663,"3,214","11,322","1,151",0,"3,540","1,877",288,"1,506",709,776,19137,2014
Montana,37561,134,381,"1,873",288,"5,468","1,899",24,0,0,"1,158",68,674,"1,788",673,685,272,840,124,249,11,156,926,842,739,398,114,N/A,406,709,0,0,352,84,110,"1,090",231,0,"1,953",527,0,0,444,15,"2,169","1,972",178,511,"5,354",0,120,"1,552",14,2944,2014
Nebraska,52200,510,521,"1,149",166,"2,391","3,727",0,0,0,"2,684","1,317",117,415,"2,717",559,"7,598","3,351",329,405,200,519,857,319,"2,135",0,"1,493",567,N/A,801,0,106,591,932,363,396,543,560,232,"1,066",237,418,"2,704",401,"3,377","1,656",0,"1,536",533,0,537,"1,165",0,9115,2014
Nevada,130390,475,"2,893","8,488",86,"48,954","3,309",313,234,615,"4,116","2,084","2,210","1,371","3,699",533,"1,404","1,106",649,309,11,871,536,"1,323","1,522",643,"1,011",981,506,N/A,213,"1,206","2,987","2,175","1,079",32,"1,680","1,402","4,032","2,745",41,304,176,"1,945","5,291","5,977",162,"1,332","5,753",493,754,359,97,13240,2014
New Hampshire,41393,44,130,146,63,"1,658",260,"3,151",0,82,"2,303",177,0,0,819,0,0,165,309,164,"4,155",357,"14,692",157,0,588,0,0,0,434,N/A,"1,035",0,"2,479",343,523,328,148,247,"1,531",767,78,0,119,83,480,"2,200",846,148,0,184,0,456,5074,2014
New Jersey,128911,216,382,"1,074",422,"5,961","1,070","2,269","1,777",965,"10,532","3,884",227,0,"2,167",795,12,502,503,894,133,"3,388","2,956","1,442","1,277",394,179,327,44,226,370,N/A,652,"44,690","4,386",131,"1,520",72,430,"18,958",913,873,0,"1,684","2,885",113,290,"4,814",645,385,"1,082",0,"4,180",59403,2014
New Mexico,68917,41,"1,526","8,577",106,"4,986","4,475",307,0,52,"3,064",87,304,594,"2,465","1,201",27,490,65,"1,088",515,982,195,662,577,667,"1,680",691,"1,203","1,163",436,300,N/A,"1,168",636,0,613,"3,394","1,219",942,0,212,145,93,"17,073",297,245,"1,057","1,584",25,996,692,588,8073,2014
New York,258571,"1,662","3,180","7,696",611,"22,241","2,148","14,649","1,931","3,323","22,356","6,111","1,294",704,"6,736","1,011",803,"1,047","1,005",825,"1,350","8,078","15,222","3,827","1,221","1,724","2,344",394,55,"2,713","2,179","35,637","1,419",N/A,"12,174",210,"4,766",869,831,"21,930","1,541","4,796",19,"2,957","12,941","2,259","1,933","9,743","3,532",271,"1,983",320,"4,885",153170,2014
North Carolina,286533,"4,264","2,467","2,246",571,"16,448","5,108","4,754",812,"1,724","25,532","15,696","2,546",293,"7,134","2,349","1,753","2,627","2,872","1,195","1,715","8,196","3,880","6,339","2,427","1,029","2,572",207,"1,096","1,870","1,202","12,697",930,"26,255",N/A,501,"11,082",685,"1,311","10,594","1,356","26,379",542,"6,397","15,604",655,564,"28,250","4,435","4,987","1,710",675,"1,276",43995,2014
North Dakota,39059,402,390,887,192,"1,243","1,018",0,0,19,"1,547",410,348,345,309,147,296,640,322,0,0,0,53,"1,284","13,756",331,"1,364","1,868",490,268,46,42,162,915,18,N/A,843,278,313,"1,185",0,308,"2,452",376,"1,064",330,0,160,"1,181",68,445,944,0,3008,2014
Ohio,196742,"1,189","1,455","3,348","1,467","7,793","3,917","1,251",878,670,"14,377","4,924",355,234,"9,076","10,968","1,414","1,060","18,410",605,177,"3,751","1,977","13,480","1,631",994,"3,277",528,339,"1,618","1,404","3,952",987,"7,759","10,004",129,N/A,871,"1,538","18,580",958,"1,717",464,"6,388","8,360",982,56,"6,403","4,084","8,018","2,789",136,"1,874",40078,2014
Oklahoma,111346,993,"1,248","3,729","7,333","8,180","4,190",176,83,216,"4,894","1,731",255,233,"1,396","1,793","2,982","8,779",920,"1,126",55,709,420,778,846,850,"6,309",67,534,829,91,639,"1,152","2,187","1,169",626,"1,711",N/A,273,"1,407",117,779,505,"3,079","29,191","1,008",0,985,"3,102",38,"1,164",469,359,16251,2014
Oregon,137008,156,"4,211","9,446",570,"35,334","5,446",848,0,271,"1,319","1,142","3,491","4,995","1,514","1,099",509,671,91,"1,054",230,987,"1,335",980,"2,717",0,767,"1,800",414,"3,385",0,705,"2,617","2,117","1,810",947,828,"1,860",N/A,"1,972",161,163,602,371,"7,480","4,149",122,"1,506","21,655",0,"1,276","1,885",78,23078,2014
Pennsylvania,232889,"1,535","2,361","1,735",549,"9,151","2,615","2,670","5,611","1,636","16,230","4,692",761,362,"3,522","2,555","1,434","1,186","1,746","1,628","1,280","21,776","4,974","5,263","1,521",12,"1,993",847,0,868,550,"39,423",506,"31,145","10,006",220,"10,588",897,794,N/A,"1,187","3,006",403,"3,269","9,027",850,674,"11,541","2,182","4,708","1,257",143,"7,437",60012,2014
Rhode Island,32621,347,54,0,0,"1,387",91,"2,180",26,0,"1,723","1,843",89,0,233,98,80,153,251,488,417,557,"10,765",296,428,0,60,0,0,44,"1,007","1,404",0,"3,563","1,426",0,176,64,44,"1,245",N/A,474,0,72,445,0,93,922,76,0,0,0,914,6451,2014
South Carolina,171969,"3,219","1,225","2,298",991,"5,826","3,455","4,030",661,649,"12,368","15,496","1,044",996,"2,854","2,923",429,599,"3,312","1,565","1,462","4,291","1,620","4,002","1,111","1,055","1,495",294,323,499,950,"4,226","1,237","11,241","31,188",0,"5,369","1,115",304,"7,637",646,N/A,352,"4,113","6,567",434,249,"8,860","5,453",687,"1,249",0,"1,325",18059,2014
South Dakota,28198,0,374,"1,008",23,"1,920","1,388",0,0,0,329,167,0,177,520,489,"2,531",842,161,106,0,130,186,86,"4,321",0,127,990,"1,411",531,80,11,330,697,163,"1,635",490,711,13,36,0,37,N/A,610,882,131,0,"1,453",198,0,541,"2,363",0,2934,2014
Tennessee,182130,"9,640",837,"2,605","7,625","8,847","2,482",390,427,747,"17,196","15,713",438,288,"8,853","6,087",835,613,"9,157","1,126",207,"2,300","1,753","6,125",962,"8,166","5,513",260,129,681,249,741,596,"5,614","12,148",127,"4,627","2,068",922,"2,555","1,035","6,164",282,N/A,"10,134",216,162,"7,979","2,885","1,943","1,551",130,373,27149,2014
Texas,538572,"6,437","8,487","18,001","11,926","63,591","18,277","3,110","1,411","1,266","40,930","19,023","3,871","3,120","23,258","6,235","6,444","11,585","5,990","23,805","1,385","9,291","6,208","12,267","6,946","12,308","11,921",659,"3,343","7,050","1,784","7,015","17,262","21,347","16,934",665,"11,841","25,096","4,772","12,193","1,852","6,569","2,041","15,159",N/A,"4,688",568,"18,454","10,450","2,328","7,762","1,647","6,274",208377,2014
Utah,90234,365,"1,302","8,362",119,"14,510","4,111",173,0,395,"2,920","1,139","1,556","7,021","1,227",535,568,193,0,220,162,304,"1,506",629,904,752,"2,174",898,535,"6,612",119,473,"1,621","2,059","1,172",125,"1,893",614,"2,655","1,110",35,944,0,361,"5,780",N/A,138,"2,332","5,274",44,543,"3,750",280,21301,2014
Vermont,22635,0,225,111,0,"1,222",645,"1,167",16,0,"1,090",152,0,0,224,134,61,39,176,0,538,605,"4,462",181,2,26,67,413,0,47,"2,572",616,105,"2,554",196,32,76,62,252,"1,180",864,197,147,151,462,330,N/A,694,358,155,0,29,0,1498,2014
Virginia,262477,"2,654","2,656","3,605",57,"16,013","5,487","2,185",367,"12,511","22,478","8,802","2,729",679,"3,626","2,811",746,"1,859","3,655","2,041","1,043","28,071","4,821","2,608","3,606","1,999","2,856",389,753,"1,251",694,"9,182",525,"16,980","22,191",444,"7,651",918,"1,464","14,296","1,350","5,780",158,"6,832","13,337","2,554",255,N/A,"5,025","8,620","1,716",147,"1,922",72423,2014
Washington,220259,"1,640","7,216","8,931","1,406","40,085","6,779","1,400",624,372,"7,190","4,536","4,596","12,825","4,984","1,999","1,943","2,889","1,249","1,203",745,"1,729","2,003","2,276","1,788",485,"2,992","4,294",675,"4,969",91,"2,038","2,461","6,630","4,868",905,"3,496","1,876","26,582","3,117",400,"3,177","1,577",967,"12,528","4,836",690,"6,427",N/A,258,"2,129","1,383",728,65361,2014
West Virginia,47957,144,"1,797",298,526,"1,552",877,244,185,"1,078","2,815",690,0,0,182,507,0,0,"1,797",128,0,"5,834",150,347,147,184,390,252,0,28,0,"1,072",0,865,"2,579",46,"8,093",208,163,"4,834",0,639,0,619,"1,967",61,9,"6,334",0,N/A,316,0,0,3607,2014
Wisconsin,117831,452,473,"2,172",665,"6,428","1,458",376,16,322,"4,337","1,407",518,118,"30,423","2,636","4,054",403,489,47,221,551,691,"5,593","20,758","1,142","2,213",403,584,"1,078",221,816,187,"2,597","2,913",547,"3,100","1,112",599,"1,416",184,"1,739",236,"1,534","5,341","1,215",130,"2,113","1,717",70,N/A,16,937,17301,2014
Wyoming,25992,254,45,"1,799",557,"2,703","5,217",0,38,0,916,61,72,835,561,309,13,70,47,289,196,191,0,67,173,0,244,"1,342",429,658,0,0,747,190,18,869,0,44,316,9,0,8,664,364,"1,648","1,290",0,140,"1,446",106,"1,047",N/A,0,1449,2014
Puerto Rico,19771,50,150,0,0,552,0,530,0,28,"4,299",228,177,0,111,0,0,0,68,0,0,189,"2,639",55,542,63,99,0,0,0,148,986,0,"2,507",542,0,321,36,69,"3,133",268,0,26,53,"1,255",0,0,258,180,0,209,0,N/A3,2829,2014
United States,7207333,"97,219","99,931","183,178","76,963","581,679","166,348","91,600","24,771","57,087","423,995","270,146","60,437","63,788","304,644","135,472","77,470","93,983","98,713","99,711","28,840","183,316","155,524","166,996","119,221","72,430","138,612","31,590","47,755","100,922","46,086","202,319","75,597","401,440","247,090","29,808","201,515","100,561","111,680","247,295","36,119","128,726","29,118","159,497","409,977","91,943","21,773","236,420","191,053","48,627","110,198","28,150","73,846",1810985,2013
Alabama,104102,N/A,"1,026","1,077","1,108","4,918",698,439,0,10,"11,518","17,867",718,222,"3,126","1,303",699,566,"2,498","1,429",52,960,972,"2,801",487,"7,706","1,501",537,173,569,0,743,"1,838","2,735","5,663",148,"3,678",669,228,"1,488",121,"1,795",318,"8,806","4,413","1,881",19,"3,303",589,109,296,282,312,14460,2013
Alaska,34360,572,N/A,733,403,"2,874","2,359",22,0,0,781,"1,808",257,555,"2,012",775,31,984,206,167,44,528,95,563,111,140,876,195,0,469,16,233,620,694,"2,744",95,734,318,"1,264","1,074",0,354,54,570,"2,477","1,363",6,727,"2,984",257,216,0,184,6872,2013
Arizona,236146,"2,140","4,418",N/A,310,"47,959","8,325","1,029",534,230,"6,828","2,647","2,776","3,563","7,264","3,688","2,680","1,818",885,"1,478",881,"1,812","1,331","8,099","5,618",500,"2,768","2,087","2,749","9,442",462,"3,817","6,526","6,846","2,583",906,"3,692","1,701","9,331","5,726",464,"2,045","1,508","3,292","17,742","9,093",306,"3,771","14,756",188,"5,694","1,838",376,43949,2013
Arkansas,70621,0,"1,193",661,N/A,"4,925","1,557",870,0,330,"1,751","2,870",118,251,"3,117",999,949,"1,650","1,915","4,467",0,"1,281",0,429,289,"1,422","5,273",41,137,348,361,437,209,"1,034",542,0,"1,836","8,892",786,244,30,339,94,"4,285","12,937",237,0,514,520,150,331,0,8,9182,2013
California,485477,"2,958","8,457","36,567","3,687",N/A,"16,151","5,145",300,"3,823","25,950","11,773","13,610","6,192","19,961","8,799","3,563","4,680","3,895","3,764","1,104","9,781","12,947","9,172","7,376","2,450","7,146","3,147","1,262","29,897","1,198","10,498","6,290","30,704","10,858",710,"6,742","3,717","20,128","11,426","1,658","7,283",981,"7,020","32,290","12,631","1,029","12,810","37,246",967,"4,704","1,030","3,179",286623,2013
Colorado,206543,"2,926","1,606","8,798","1,235","23,714",N/A,861,551,78,"9,448","6,671","1,363","2,542","7,528","2,197","2,868","6,545","2,287","2,374",881,"2,920","2,194","2,718","3,754","1,168","6,317","2,636","3,457","2,498",536,"1,426","5,968","7,848","4,858",974,"4,566","5,138","2,793","3,773",522,"1,312","1,651","2,295","23,490","6,240",689,"6,980","6,173",246,"2,623","4,307",686,33113,2013
Connecticut,88351,337,"1,688","1,791",0,"4,206","1,066",N/A,"1,332",367,"5,768","2,303",398,0,"2,040",305,0,210,70,24,366,"1,228","7,645","1,193",775,57,339,60,0,122,"2,547","5,504",197,"23,051","1,806",0,"1,156",65,271,"6,571","3,607","1,609",0,"1,139","1,997",433,621,"2,665",672,183,435,132,"2,761",18531,2013
Delaware,36790,0,272,0,0,810,74,602,N/A,292,"1,034",926,0,0,156,0,0,0,180,213,53,"7,932",94,171,204,404,477,0,131,0,0,"4,520",258,"3,527","1,374",0,453,91,0,"10,778",0,532,0,163,240,0,0,776,0,53,0,0,0,4594,2013
District of Columbia,46571,316,579,79,0,"2,427",337,"1,597",336,N/A,"1,307","1,497",339,0,753,215,27,0,46,858,0,"9,237","1,557",622,0,0,278,44,22,0,108,"2,173",411,"4,770","1,253",0,315,155,194,"2,177","1,150",506,203,560,"1,625",126,0,"7,814",159,391,5,3,62,11027,2013
Florida,529406,"10,281","10,876","7,553","1,577","26,690","7,608","8,709","1,969","1,762",N/A,"35,386","1,009","1,541","19,973","14,148","4,597","4,171","7,592","6,856","2,995","12,022","19,621","19,860","5,576","6,919","10,754",576,"2,228","3,508","4,987","30,914","2,164","55,419","29,097",50,"22,597","4,386","1,816","28,771","3,201","11,074",533,"13,232","24,226","2,129","1,434","18,132","6,975","4,250","7,321",341,"21,245",150240,2013
Georgia,278972,"18,739","3,143","3,464","1,685","13,792","5,704","4,838",124,"1,064","38,798",N/A,"2,028",466,"8,958","4,057","2,851","1,885","4,532","6,493",530,"5,607","2,413","8,336","1,074","5,746","1,944",170,525,879,293,"4,664",913,"16,217","19,781",0,"9,980","3,148",666,"6,298",828,"14,861",67,"18,867","14,949","1,568",200,"9,464","2,090",645,"3,066",562,"3,763",50954,2013
Hawaii,58083,593,"1,615","1,153",24,"12,901","2,950",530,67,233,"2,613","1,867",N/A,"1,014","1,318",296,473,100,264,"1,209","1,030",974,118,447,911,101,"1,032",0,27,"1,439",98,52,296,"2,987","2,004",0,647,742,889,484,84,"1,111",270,385,"7,385",521,0,"1,373","3,225",0,231,0,327,14453,2013
Idaho,61592,72,"2,887","2,915",701,"9,232","1,177",66,0,82,566,403,818,N/A,897,6,85,133,0,122,12,144,59,378,694,416,372,"2,719",384,"2,563",0,0,860,268,0,377,334,72,"5,645",416,0,323,"3,043",625,"1,937","6,771",0,"1,117","10,059",0,334,"1,508",0,8156,2013
Illinois,223605,"2,044","2,624","5,598","1,586","18,305","2,992","1,824",0,"1,035","14,375","6,178","1,418",416,N/A,"15,836","7,859","1,950","4,175","1,822",327,"2,832","2,865","15,022","5,643","1,131","12,589",67,"1,560","2,357",325,"3,533","2,335","8,508","5,744",214,"8,183","1,409","2,133","6,935",663,"2,006",274,"6,023","11,775","1,349","1,032","5,314","4,300","1,074","15,844",202,"1,005",67422,2013
Indiana,133508,"1,235",649,"3,093",375,"7,959","3,029",488,170,"1,316","8,282","4,453",468,208,"30,618",N/A,"2,176","1,264","8,870",726,203,617,532,"9,807","1,955",778,"2,274",206,241,"1,374",240,549,15,"2,153","2,931",0,"9,035",984,"1,862","1,922",58,"1,260",189,"2,626","7,136","1,390",261,"2,520","2,348",160,"2,490",13,145,23618,2013
Iowa,75650,180,"1,539",968,684,"6,346","1,633",124,0,0,"3,834",362,76,273,"9,428","2,574",N/A,"3,153",559,203,19,558,322,667,"8,281",133,"3,625",0,"6,466",532,0,323,360,340,"1,125","1,527",897,956,746,"1,073",20,432,"2,151",789,"3,420","1,212",367,487,"1,097",147,"5,219",423,0,12526,2013
Kansas,89735,"1,074",958,"1,582","2,632","5,225","4,590",233,0,0,"3,251","4,435",669,283,698,853,"1,190",N/A,"1,210",644,140,"1,258",91,445,"2,294",94,"25,100",333,"3,111",628,222,663,407,800,"1,533",103,"1,537","4,904",549,570,0,"1,183",386,970,"9,309",376,68,729,"1,185",330,709,181,401,14768,2013
Kentucky,103207,"1,418","1,388","1,057",340,"2,932",808,291,54,203,"7,382","5,679",995,564,"6,306","10,989","1,175",919,N/A,827,373,"1,890",419,"4,020","1,072","1,711","1,921",0,670,86,222,140,868,"2,681","2,337",0,"15,754",597,119,"1,312",68,685,0,"8,355","5,983",629,254,"3,330","1,144","1,772","1,237",231,887,17076,2013
Louisiana,91889,"2,683","1,369",231,"1,516","4,710","2,372",113,453,393,"5,877","4,325",646,0,"3,163",329,"1,174",457,617,N/A,38,817,559,"1,418","1,050","8,326","1,560",339,364,741,0,255,276,"1,762","2,075",373,"1,365","2,456","2,802",698,114,"1,287",145,"3,566","21,747","1,261",0,"2,662","2,162",726,517,0,785,15425,2013
Maine,36780,13,912,510,0,"2,773",418,"2,561",0,0,"2,740",698,166,149,328,12,0,922,497,189,N/A,563,"5,156",79,185,0,185,295,242,113,"4,489",677,0,"1,577",954,0,"1,247",94,128,"3,165",589,578,0,158,694,63,"1,358",548,513,155,17,70,120,4148,2013
Maryland,161525,"1,918","1,589","1,515",203,"8,255","2,081","1,118","3,445","20,845","7,820","6,161",813,175,"2,721","1,688",590,"1,378",898,653,479,N/A,"2,388",935,953,810,762,0,111,280,108,"8,317",309,"13,454","8,287",0,"2,596",495,589,"12,752",210,"1,737",359,"1,215","5,385","1,836",416,"24,308","2,223","4,653","1,379",313,"1,057",43152,2013
Massachusetts,135150,409,"1,634","2,507",287,"11,587","2,176","10,718",44,845,"10,470","3,316",548,335,"2,747",293,433,373,"1,299",310,"4,929","4,761",N/A,"1,311",739,475,498,0,16,601,"12,184","5,991",459,"16,555","4,112",69,"2,863",171,712,"4,759","7,964",712,35,800,"2,884",402,"2,881","5,964",940,222,718,92,"2,005",57320,2013
Michigan,144091,"2,517","4,783","3,372","2,628","10,087","2,508","1,202",75,769,"13,416","7,187",401,339,"13,669","12,309","1,314","1,410","1,985",795,109,"1,727","2,349",N/A,"1,860",396,"1,578",171,726,"1,591",339,"1,608","1,549","4,727","3,157","1,085","9,599",578,326,"4,154",574,"3,231",314,"4,529","7,139",708,268,"2,106","1,057",319,"5,297",154,891,47823,2013
Minnesota,104825,493,"1,564","3,389",952,"5,557","2,467",425,203,187,"2,734","2,958",787,387,"7,601",796,"8,059",861,166,392,109,993,707,"1,678",N/A,191,"1,355",693,"1,092","1,141",0,951,811,"2,979","1,711","10,312","2,164",642,"1,687","1,148",156,786,"2,757",631,"6,343","1,166",198,"1,512","2,476",596,"17,649",213,922,26223,2013
Mississippi,68588,"7,077",401,"1,129","1,700","3,074",448,190,156,0,"2,551","3,732",178,469,"3,739",604,51,218,520,"8,391",134,348,308,"2,083",217,N/A,839,105,304,429,40,139,285,302,"1,008",0,"1,466","1,182",178,922,32,"1,841",60,"11,928","8,157",28,0,"1,116",98,126,285,0,79,6624,2013
Missouri,159936,"1,004",438,"3,763","8,024","6,832","4,218",723,0,833,"5,924","3,322",638,768,"24,343","3,641","4,160","22,434","3,126","2,047",517,"2,321","1,364","1,967","2,504",759,N/A,764,"3,529","1,377",300,"1,572","1,726","2,968","5,303",288,"2,777","7,092",970,"3,297",288,"1,759",742,"2,465","9,905",217,0,"1,326","2,443",756,"2,343",59,262,18026,2013
Montana,40035,21,"2,017",914,71,"4,228","2,054",0,0,12,321,327,87,"2,804",890,121,0,305,181,477,20,154,188,397,931,25,345,N/A,212,771,386,131,564,421,"1,217","2,494",331,486,"2,795",789,0,147,370,31,"2,082","1,797",318,501,"5,390",50,875,987,0,5201,2013
Nebraska,45854,294,440,"1,585",348,"4,136","4,670",164,13,49,"1,223",985,356,288,"1,381",151,"7,552","2,677",557,277,0,589,269,915,772,71,"2,070",482,N/A,448,67,211,461,372,357,378,454,"1,089",152,175,0,405,"2,839",59,"3,003","1,083",0,605,498,36,352,496,418,8133,2013
Nevada,126583,491,"1,466","3,921","1,636","47,897","2,484",763,77,86,"5,800",570,"5,416","5,194","3,322",667,439,282,"1,547",0,136,"1,599","1,012","1,085",406,336,696,"1,098","1,112",N/A,360,502,"2,340","3,343",761,236,"1,722",446,"1,776","1,833",0,"1,095",710,976,"5,212","6,727",0,"1,881","4,469",66,"1,703",887,740,15152,2013
New Hampshire,44867,123,598,360,"1,084","1,642",346,"1,718",0,91,"1,396",513,23,0,753,320,44,637,109,882,"3,078","1,355","17,285",212,36,0,8,285,74,148,N/A,803,27,"1,877",666,0,413,51,245,489,"1,468",140,0,321,902,27,"2,417",501,513,550,337,0,209,5971,2013
New Jersey,136907,853,990,979,139,"6,640","1,338","2,042","2,265",923,"12,460","2,989",105,0,"1,639",751,71,227,618,589,469,"3,249","3,858","2,363",697,108,"1,068",81,328,951,848,N/A,103,"48,078","3,102",0,"1,114",134,861,"19,547",356,968,22,"1,187","4,302",370,871,"4,877",801,461,115,0,"4,072",53834,2013
New Mexico,56808,63,420,"5,551",104,"5,697","4,478",395,238,71,"1,953","1,238",497,68,985,325,104,878,402,201,52,638,913,517,332,184,"1,399",49,256,"1,144",78,513,N/A,323,"1,030",11,561,848,"1,155",491,0,989,737,622,"13,726","2,818",0,"1,701","1,073",198,509,273,0,13336,2013
New York,272066,"1,648","6,790","3,642",699,"23,533","4,058","14,393","1,167","3,066","31,672","9,165","1,034",194,"8,723","1,371",831,"2,093",820,"1,576","1,477","6,310","14,626","3,030","1,209",702,"2,058",0,280,"1,692","2,212","29,210","1,723",N/A,"10,866",119,"8,574","1,379","2,020","24,243","2,810","5,743",443,"1,458","13,125",822,"2,412","11,810","2,792",725,"1,412",309,"4,536",142096,2013
North Carolina,275922,"3,268","4,199","4,437","1,350","14,315","4,554","3,918","1,111","2,032","24,551","20,440","1,016",750,"6,500","1,888","1,380","1,237","3,911","1,474",615,"13,538","6,177","6,438","1,969","1,661","1,207",750,648,"2,165","1,923","7,690","1,143","22,751",N/A,0,"8,939","1,743","1,442","13,268",560,"22,996",0,"7,249","9,617","1,084",863,"30,058","1,929","3,684","1,449",35,"1,526",48852,2013
North Dakota,38908,0,159,"1,312",0,"2,051","1,463",75,0,116,"1,109",305,0,218,270,769,255,0,22,86,0,147,50,513,"15,790",309,492,"1,563",289,297,49,124,81,141,45,N/A,316,204,"1,058",0,0,48,"2,940",128,"2,989",487,117,558,642,0,464,857,0,3155,2013
Ohio,185749,"1,318",663,"2,793",738,"9,126","3,654","1,365",19,295,"16,042","4,389",23,"1,359","8,352","14,000","1,163","1,247","13,311","2,020",122,"3,155","3,147","16,503","1,334","1,354","1,370",465,383,"1,030",745,"3,181","1,208","8,011","11,127",34,N/A,"1,459",925,"11,772","1,021","1,730",0,"5,100","5,773","1,794",393,"5,206","3,099","9,890","2,390",151,"3,130",43180,2013
Oklahoma,109255,"1,024","1,550","3,203","8,702","7,959","4,354",402,56,60,"2,998","2,855",649,679,"1,659","2,016",386,"6,628","1,566","2,348",187,930,147,"1,376",870,"1,950","4,330",287,"1,232","1,153",298,102,"1,408","1,655","4,120",166,625,N/A,716,"1,572",387,"1,219",367,"1,385","27,391",568,0,"2,369","1,076",589,"1,125",561,509,14472,2013
Oregon,143841,704,"3,439","7,611",608,"31,380","6,024",251,321,388,"4,099",605,"2,404","7,191","1,577",845,872,798,663,690,47,412,"1,577","1,283","2,457",926,558,"2,889","1,011","2,513",0,823,"2,203","2,951",779,"1,154",482,"1,323",N/A,"1,456",121,666,49,741,"8,185","3,518",115,"3,264","29,782",0,"1,064","1,022",94,17790,2013
Pennsylvania,224280,720,667,"2,189","1,971","7,269","2,039","5,411","6,338","1,601","14,195","7,412",487,331,"3,865","1,157",682,713,"1,402","1,226",951,"17,561","7,336","3,179",902,329,"2,151",201,302,595,906,"36,413",383,"33,475","7,480",464,"11,615","2,085","1,503",N/A,697,"3,853",188,"3,335","9,631",972,621,"9,392","2,460","3,524","1,586",515,"8,640",51836,2013
Rhode Island,34108,279,102,22,0,"2,272",0,"2,746",337,0,"1,731",93,141,44,323,22,0,0,0,792,418,"1,395","9,091",613,377,387,23,0,491,0,"1,037","1,696",0,"3,856",740,0,217,0,6,"2,178",N/A,486,0,6,569,0,857,603,106,52,0,0,345,7311,2013
South Carolina,166047,"1,715","1,128","2,054","1,970","9,781","2,570","3,174",313,417,"15,347","15,856",68,855,"2,421","2,828",295,979,"1,384","1,852","1,094","3,540","2,657","2,988","1,989","1,274","1,795",0,397,742,"1,283","6,386",345,"8,362","23,792",46,"9,940","1,693",584,"8,892","1,480",N/A,242,"2,952","5,834",164,184,"7,352","2,371","1,347","1,229",86,844,15864,2013
South Dakota,30042,84,141,"1,691",0,"1,336","1,690",0,0,26,464,191,87,25,349,286,"3,426",489,0,156,0,153,83,213,"5,375",0,82,344,"2,971",578,22,26,65,159,460,"2,916",90,248,362,326,0,107,N/A,767,"1,390",80,84,298,881,42,498,981,0,2289,2013
Tennessee,186525,"8,500","2,079","3,787","4,753","7,988","1,570",233,108,924,"18,886","18,553",720,"2,616","9,006","3,300","1,762","1,726","9,676","6,748",247,"1,836","1,556","5,950","1,669","11,146","3,539",40,99,966,475,"1,352",60,"2,937","9,730",58,"5,035","1,286",818,"3,508",155,"5,568",284,N/A,"12,023",506,37,"6,612","2,328",835,"2,809",126,405,23600,2013
Texas,548034,"8,404","7,252","19,224","16,844","66,318","18,979","2,129",679,"1,435","32,619","19,988","5,694","1,811","28,900","10,255","4,033","9,225","5,496","29,042","1,053","10,564","5,391","9,969","6,721","7,023","13,310",649,"3,947","9,526","1,449","8,689","22,695","19,935","14,589","1,062","11,290","29,169","4,362","10,205","1,254","7,217","1,290","14,363",N/A,"5,684",0,"14,313","11,124","1,578","6,646","4,640","3,656",179930,2013
Utah,97869,574,"1,341","5,259","1,149","15,794","7,051",379,231,0,"3,142","2,626",666,"7,484","1,183",468,231,626,142,569,227,792,"1,386","1,656",587,510,"1,825","1,080",786,"7,708",0,434,"1,470","2,676",779,217,"1,770","1,407","2,757",885,795,971,96,"1,263","5,635",N/A,329,"2,279","4,316",0,618,"3,700",424,17767,2013
